image_path,caption,split
2626158969_ac09aeb88d.jpg,A boy with dark hair is in water and is looking up .,train
2880051254_e0ca96b6be.jpg,The white and black dog is on the grass .,train
2802337003_56e555cd30.jpg,A boy wearing brown shorts pouring water over his head .,train
395461421_c586b136de.jpg,Four boys running and jumping .,train
265223843_9ef21e1872.jpg,Parachuter in midair .,train
172092461_a9a9762e13.jpg,guy wakeboarding one handed and smiling,train
3694093650_547259731e.jpg,The people are in older looking attire .,train
2271667421_7b21fc23b8.jpg,A group of cross-country skiers are skiing down a trail .,train
3498240367_cbd8c6efbf.jpg,Two young kids putting their heads in the bodies of a king and queen,train
3472703856_568d9778b5.jpg,The little girl enjoys playing in the indoor playground .,train
3113682377_14fc7b62b0.jpg,Two women sit very close and pose for their picture to be taken .,train
197924859_f6e39a7dfa.jpg,A man showering in a home outdoor shower facility .,train
801607443_f15956d1ce.jpg,Two people climb a rock overhanging water .,train
1100214449_d10861e633.jpg,A little boy is playfully jumping off the side of a fountain .,train
3211581957_df2f7e2236.jpg,Horse and rider leap over a barrier,train
2273871383_1ddb3562ea.jpg,An older man confronts the camera while a young man in a blue jacket looks on .,train
302241178_a582c1b953.jpg,"The dog is holding a branch , swimming in the river .",train
2882743431_c3e6cd1b5c.jpg,One dog makes a playful bite on another dog .,train
3461114418_c27b4043a2.jpg,A man on a bike is riding on a trail through the woods in the fall .,train
1075881101_d55c46bece.jpg,a boy cleans the bubbles off his face .,train
997722733_0cb5439472.jpg,A rock climber in a red shirt .,train
459814265_d48ba48978.jpg,A long haired dog frolics in a meadow of yellow flowers .,train
3619416477_9d18580a14.jpg,A white dog jumps in the water to catch a tennis ball .,train
2034553054_b00c166895.jpg,A child in medieval clothes points at something on a table .,train
2944025729_5aecda30ee.jpg,A man is riding his bicycle up in the air off of a ramp .,train
3593392955_a4125087f6.jpg,Two dogs running away from the camera in the woods .,train
1277185009_06478dd457.jpg,A shirtless man with a backpack .,train
3184112120_6ddcd98016.jpg,"Girl touches young man 's face as young man in pink shirt observes , leafy background .",train
3347701468_bb0001b035.jpg,A group of children wearing blue and yellow uniforms put their hangs together .,train
3111897772_5211a37a02.jpg,Four women dressed in long colorful skirts and winter clothes are dancing on the street .,train
421316045_ae7a1eb4bc.jpg,Two toddlers wrestle on a white couch .,train
2449552677_ee78f01bae.jpg,A man in a wheelchair riding to the park .,train
2477121456_1ac5c6d3e4.jpg,A black dog 's head rises above some water .,train
2543679402_9359e1ee4e.jpg,A black man with gray hair half sitting half laying on a street floor .,train
448590900_db83c42006.jpg,A dog walks alone in a field .,train
2059616165_b7c99c1009.jpg,A black puppy wearing black collar sits on the grass and leaves .,train
236474697_0c73dd5d8b.jpg,Young adults stand pointing at the person taking the picture .,train
308307853_5a51fbdecc.jpg,A white dog is running around a tumbleweed on a sand dune .,train
3349308309_92cff519f3.jpg,Two girls on camels,train
3665569615_9a71c4b6e4.jpg,There is a man pitching a baseball and has a glove his left hand .,train
3127614086_9f1d3cf73d.jpg,a basketball player attempts to get the basketball from another player .,train
2591110592_ef5f54f91c.jpg,Two girls holding up a dress at an event .,train
3036971334_78187a9570.jpg,People stand by a rocky cliff with water below .,train
3024022266_3528c16ed8.jpg,A young male surfing .,train
3636055584_65a60426f8.jpg,Three people are chasing a ball in a field hockey game .,train
3490186050_4cb4193d4d.jpg,A child in yellow and black kicks a blue and black ball .,train
3593556797_46b49a02a8.jpg,A woman in a short skirt holds a plastic bottle as she walks down a street with auto and pedestrian traffic .,train
478209058_21e2c37c73.jpg,A man wearing a red shirt scales a rock in a boulder field .,train
410042380_517ccee020.jpg,"Three people , one sitting , two standing , are in a mall .",train
3325157569_8084ab3293.jpg,"A basketball player in white jumping to throw the ball , audience in the back .",train
3362049454_ea0c22e57b.jpg,The furry brown dog is running through the grassy area .,train
3521374954_37371b49a4.jpg,A baby girl and little boy are standing next to a guitar and a drum .,train
399679638_d3036da331.jpg,Dogs play in the snow .,train
3421104520_6a71185b3c.jpg,Two little children are in a bin of colored balls .,train
2888702775_0939a6680e.jpg,A teen doing a skateboard trick in front of a building .,train
3016651969_746bd36e68.jpg,People are walking on a street outside of a building .,train
3708839890_ed448012cf.jpg,A dog playing in water .,train
2412390588_a89cab30f4.jpg,A boy in red is pointing to a red tulip .,train
3424927725_c4d1fcfac3.jpg,A person in a yellow raincoat is sitting on the edge of a rock looking down,train
2965604928_435dc93bf7.jpg,The skinny dog with the long tail is traveling through the field .,train
2519594430_551225e5bd.jpg,The dog is walking with a toy .,train
537390477_7dd3407f96.jpg,Two dog wrestling .,train
2423856014_8df0e7f656.jpg,A young boy with long curly hair walks outside with his arms spread .,train
3132619510_7dfc947d25.jpg,Two white dogs are running alongside one another next to a fence .,train
2061354254_faa5bd294b.jpg,A smiling boy slides down a rope while hanging on .,train
3331900249_5872e90b25.jpg,A surfer on a roiling wave .,train
582899605_d96f9201f1.jpg,A smiling woman holds two small children .,train
3358380484_b99b48f0c9.jpg,A brown and white dog is running .,train
974924582_10bed89b8d.jpg,A woman watches a child play near a small pool .,train
3036641436_d6594fc45f.jpg,Three children in blue shirts swinging on a swing set .,train
3210359094_ee51285301.jpg,A young girl is sitting in the snow with a pink fur hood on her head .,train
2993049054_611f900644.jpg,A person wearing a mask .,train
2926233397_71e617f3a3.jpg,A dog is almost all the way in the water and takes a drink .,train
3661659196_6ed90f96c0.jpg,Two teenage girls hang out in a school hallway by blue lockers .,train
492493570_c27237a396.jpg,Young girl in red bathing suit feeding a seagull,train
2848266893_9693c66275.jpg,The man is wearing a white suit and walking on the street .,train
890734502_a5ae67beac.jpg,Boy in black swim trunks playing in spray of water .,train
2865376471_43c5e6b941.jpg,Two large dogs greet other while their owners watch .,train
2851931813_eaf8ed7be3.jpg,A young girl is sitting in the grass .,train
3493000349_81c540e828.jpg,Little girls splash around in the little bit of water left by the sprinklers .,train
2944193661_7b255af9cc.jpg,A man asleep on a yellow striped bench with his feet on a baggage cart .,train
2436398074_8737f40869.jpg,A dog drinks water outside on the grass .,train
2662537919_18a29fca8a.jpg,Man with long blond hair playing red electric guitar .,train
2550011909_6b95f11330.jpg,People lighting sparklers .,train
3138562460_44227a35cf.jpg,"A large horse with gear , but no rider .",train
670609997_5c7fdb3f0b.jpg,A black and white dog jumping in a yard .,train
1479679558_d0a01bc62b.jpg,A river is winding through a wooded area that is heavily leaf covered .,train
2201192417_d934730fea.jpg,Boy wearing a green and white soccer uniform running through the grass .,train
3533145793_5d69f72e41.jpg,Several young girls on colorful mats stretching upwards .,train
656260720_a7db4ce48b.jpg,"A young female wearing a swimsuit , goggles , and swimming cap looking in front of her with an open mouth .",train
94232465_a135df2711.jpg,A woman pulling a wagon with a girl in it across a frozen lake,train
2999162229_80d17099b6.jpg,Girl in orange shirt lighting white candles .,train
2623247254_3bfc795121.jpg,A guy talks and does something with his hand while others sit near him .,train
2403078014_4b1d6f8bde.jpg,A person is riding a unicycle around orange cones .,train
3148193539_de9dd48fc8.jpg,Three boys wearing green shirts and tan pants pose at the top of a slide .,train
312427606_defa0dfaa8.jpg,A girl eats a peach .,train
2806632713_edd6f6c893.jpg,A person wearing a white shirt and blue shorts with cables attached to him .,train
1821238649_2fda79d6d7.jpg,A girl dressed as a devil stands in front of a lighted object on a city street .,train
3275527950_41aca690a1.jpg,People picking in a marsh .,train
3197981073_3156963446.jpg,A young woman plays guitar and sings on a stage .,train
2709648336_15455e60b2.jpg,The dog leaps to catch the Frisbee .,train
2938875913_0ed920a6be.jpg,"Soccer player in red dives toward ball , blocking player in blue .",train
3271178748_630d269811.jpg,Soccer player # 13 takes a shot on goal with four defenders and a goalie .,train
3136674757_57406c305c.jpg,An old man is hugging a woman in a red striped top on the couch .,train
241347496_1a35fec8dc.jpg,The football player gets ready to throw the ball .,train
2367317953_503317493e.jpg,The girl is hugging another girl outside .,train
3562816250_6e14d436b1.jpg,A person sits in a yellow kayak on the water with their little dog .,train
3670075789_92ea9a183a.jpg,The dark-haired girl is sliding into a white kiddie pool .,train
488590040_35a3e96c89.jpg,Two men holding their fishing poles .,train
3286222970_1fa445e38f.jpg,Girl running past a bench .,train
3103587323_7f093d5b90.jpg,A child holding onto the tail of a fake alligator .,train
3227140905_1d7e30e4c4.jpg,A woman screams as a man throws a deck of cards .,train
3397228832_8ce5b1c26f.jpg,A man rides a yellow surfboard .,train
3265578645_4044a7049a.jpg,The person looks cautiously into traffic to be sure no car is coming .,train
2992614450_b5a6692239.jpg,A bicyclist is jumping a horizontal wooden structure with countryside in front of him .,train
2769605231_dae8b30201.jpg,A black greyhound with the number seven is in the middle of a race .,train
3544312930_3a0b8d70c1.jpg,The woman in the blue top is holding a pink jacket in her arms,train
3128514681_a51b415c31.jpg,Two woman wearing dresses stand in the street and pose .,train
3226541300_6c81711e8e.jpg,two people in red traditional Chinese garb are performing with sticks,train
1269470943_ba7fc49b4d.jpg,The boy is on the ground next to the football .,train
3665169936_01ae94c9fd.jpg,A person stunt riding on a BMX type of bicycle .,train
2746072388_b127f8259b.jpg,A young boy with blue eyes is covered in blue cake .,train
3428386573_670f5362f0.jpg,"A tennis player focuses on the ball as he prepares to hit it , while a cameraman stands in the background next to a La Quinta advertising logo .",train
197504190_fd1fc3d4b7.jpg,Two children playing with a ball on the grass .,train
3409740108_1505489537.jpg,several muzzled greyhound dogs racing around a track,train
977856234_0d9caee7b2.jpg,Dog with pink jacket running in field,train
609681901_66809d2dc1.jpg,Two little girls play with sidewalk chalk .,train
3091338773_9cf10467b4.jpg,A dog has its mouth wide open trying to bite something .,train
911795495_342bb15b97.jpg,A girl wearing an orange shirt holds onto poles and looks down .,train
2081679622_6f1442367d.jpg,a shirtless boy jumps onto the couch .,train
1716445442_9cf3528342.jpg,A person in a green jacket and black pants lifts a rock .,train
3217893350_57be430d06.jpg,A young couple do yoga positions in front of a torii gate .,train
549520317_af3d5c32eb.jpg,Small child in red jacket and khaki pants at the top of a slide with a fence behind .,train
3004291289_c4892898ae.jpg,A girl with long hair wearing an Obama t-shirt .,train
2285570521_05015cbf4b.jpg,A cross-country skier has left a trail behind him as he makes his way through the snow .,train
3193511842_82549c21fb.jpg,A group of cheerleaders are lifting up two other cheerleaders above their heads .,train
2888732432_7e907a3df1.jpg,A little boy in black shorts and no shirt is holding on to handles as he flies down a rope .,train
3455419642_894d03f153.jpg,A man and a dog play with a yellow ball .,train
2293424366_7b5fcd2398.jpg,"A young boy playing basketball in a gym , wearing a uniform .",train
2690702549_cf81da8cf6.jpg,Four young boys flexing for the camera .,train
3248408149_41a8dd90d3.jpg,A brown and white dog standing next to a smaller brown and white dog in front of a fence .,train
905355838_3a43fdfd4e.jpg,Baseball player looking out into a stadium crowd,train
3429142249_d09a32e291.jpg,A rock climber scales an icy wall .,train
2172526745_649f420569.jpg,The boy is pouring a bucket of water over a girl 's head .,train
300577374_bfccb0430b.jpg,A town square of cobblestones with many people walking through it,train
2844018783_524b08e5aa.jpg,Two young boys sit and one young boy stands on an unfinished wooden floor .,train
2874728371_ccd6db87f3.jpg,A large brown dog and a small grey dog on a rocky surface with weeds behind them .,train
3319338707_892ae2a660.jpg,Several people relax on a porch with a view of the mountains .,train
3559993787_c49644dcc5.jpg,Person on bike in air above two large boulders with sun overhead .,train
3163477256_073605e06e.jpg,A man catches a ball in front of a large crowd .,train
2892989340_bb7e0e5548.jpg,Young man surfing in the ocean .,train
2622517932_57c52c376f.jpg,A young boy looks through the glass at an aquarium at a stingray .,train
3560081723_62da0035bd.jpg,A man driving a four-wheeler off-road .,train
241046599_28b0ca7b9f.jpg,A small dog wearing a purple and green cape,train
1467533293_a2656cc000.jpg,Two little girls in pink are in a playground .,train
1472882567_33dc14c8b6.jpg,a group of skiers going up a mountain,train
2658360285_a0ec74ef48.jpg,There is a boy in blue shorts and a blue shirt jumping in the grass .,train
3153067758_53f003b1df.jpg,A person riding transit ( catching ? ) a paper bag .,train
3404012438_9baf8dcbaf.jpg,a white dog in a river is chasing a duck,train
2218519240_cac5aab53c.jpg,a young man with a hairnet over his hair and his mouth wearing a black jacket .,train
3420323191_d66e003264.jpg,a man in a red kayak pedalling through a wave,train
1473250020_dc829a090f.jpg,The man is standing by a creek in blue flannel shorts .,train
512163695_51a108761d.jpg,A woman with a backpack walks along a series of buildings .,train
2942311160_a154104c62.jpg,A blue buggy is driving across the sand dunes .,train
637342973_89f6fac1f7.jpg,A pink ball is being held up before three dogs on a beach .,train
3539767254_c598b8e6c7.jpg,The gondola is poling his boat in the canal .,train
3219065971_702c4e8c34.jpg,The boy is playing UNO .,train
2616009069_82561da2e5.jpg,Two dogs run in a field of tall grass .,train
447800028_0242008fa3.jpg,A black dog runs through the snow carrying a blue toy .,train
1526325728_74eb4153d8.jpg,The brown dog is standing on the sandy beach .,train
143684568_3c59299bae.jpg,Man stands on distant cliff overlooking a green valley .,train
272283076_2d4aa1d5cf.jpg,A man scales a steep rock face as people look on from below .,train
3105623068_392b767a7b.jpg,The girl is climbing an artificial climbing wall .,train
495116214_f1df479fb0.jpg,"Two dogs on wet sand , each biting the same stick .",train
393284934_d38e1cd6fe.jpg,A dog that is wearing a red cap is standing by a guitar with its mouth wide open .,train
1034276567_49bb87c51c.jpg,A boy bites hard into a treat while he sits outside .,train
1446933195_8fe9725d62.jpg,A puppy dog is playing with a branch .,train
2754271176_4a2cda8c15.jpg,The man in the blue jacket is rummaging through a white plastic bag at the roadside .,train
3275537015_74e04c0f3e.jpg,Four girls are playing volleyball on a sandy beach near ocean .,train
442220883_ff3d6e507f.jpg,A yellow dog is chewing on a white stuffed toy .,train
426191845_1e979e9345.jpg,A dog walking along a snow drift .,train
3655074079_7df3812bc5.jpg,A naked girl covered in painted flower designs riding a bicycle .,train
3349194268_0ee555c9a2.jpg,The two asian girls smile at the camera in the field of yellow flowers .,train
871290666_4877e128c0.jpg,A man in a wide-brimmed hat is sleeping against a column .,train
257588281_39e1c9d929.jpg,A black dog chases a brown dog with a stick through the water .,train
2136992638_098d62a3c5.jpg,"Two dogs , one brown , the other black and white , are playing on a sidewalk .",train
2107838729_a527e434bd.jpg,A young boy is throwing something into a river .,train
2473689180_e9d8fd656a.jpg,A parasurfer is airborne over the water .,train
2271890493_da441718ba.jpg,The white dog is playing with the muddy dog .,train
3524914023_4e96edb09f.jpg,Baseball player holding a bat .,train
3723690961_729dd5d617.jpg,A man in a pink shirt and white vest plays a guitar .,train
2431832075_00aa1a4457.jpg,A girl bouncing on a colorful sheet .,train
3246773992_89bf86937b.jpg,"Outdoors , girl in orange dress dancing as other dancers huddle in background .",train
3016178284_ec50a09e8c.jpg,A child wearing a bicycle helmet and uniform is riding a bike,train
381052465_722e00807b.jpg,People putting out a fire .,train
3127888173_9a9a8ac3bd.jpg,three children stand on the pedestal .,train
241346352_c5a0ea43c6.jpg,A man punting a football as fans from the opposing team watch in the background,train
2243904502_2d265fed80.jpg,The dog has retrieved his toy .,train
485245061_5a5de43e20.jpg,A man kneels in the snow .,train
3184031654_34b5c4ffe1.jpg,Two women dressed with scarves over their heads look angrily at the photographer .,train
2745811124_12c4426b8b.jpg,A girl holding a sheep by the leash in a busy fair setting,train
525968880_82623392d1.jpg,A white dog in a brown collar drinking from a spigot .,train
369360998_ba56fb436f.jpg,Woman making drinks outdoors in a snowy landscape .,train
3085226474_62aba51179.jpg,Some women in white perform on a stage .,train
422756764_e7eaac76bf.jpg,A dog chases after a yellow ball .,train
3556485995_9cd40269e9.jpg,Two cricket players holding their sticks in the air .,train
241347803_afb04b12c4.jpg,A man in a red football uniform and helmet looks to the left .,train
3395173129_f0ac0a1ed4.jpg,The two men and one woman wearing jackets are standing in front of a white and blue building .,train
2079110798_ad1370a646.jpg,The boy in glasses is reading .,train
2623146491_b64698b875.jpg,A man in black is purchasing something at the register in a store .,train
110595925_f3395c8bd6.jpg,A cyclist is riding a bicycle on a curved road up a hill .,train
2332986053_864db84971.jpg,A man smiling with a helmet on his head .,train
2775249812_f4db95e818.jpg,A wet young girl in a white coat stands among water fountains .,train
2734669176_c272b42597.jpg,The girl does freestyle Frisbee tricks with her dog at the baseball park .,train
2587846523_b177c9a3e3.jpg,A man gets ready to throw a ball for a dog .,train
2204277704_f1c8c741ed.jpg,A young boy wearing a yellow shirt is jumping from chair to couch .,train
328916930_e4d4be1730.jpg,A mother and child sit on the ice at a crowded rink .,train
2049646140_d0de01e3c4.jpg,A child gymnast performs a trick in a gymnasium .,train
1104133405_c04a00707f.jpg,A boy wearing a white t-shirt walks on the grass and carries a soccer ball .,train
2942311160_a154104c62.jpg,A dune buggy goes down a hill .,train
3356700488_183566145b.jpg,A Japanese man and woman are walking past a green car .,train
2944836001_b38b516286.jpg,Man with dog who is jumping to catch tennis ball .,train
3647826834_dc63e21bd0.jpg,Woman on four way seesaw with 2 kids .,train
3323514651_3efdbd63ed.jpg,Two basketball players fighting over the ball .,train
3692593096_fbaea67476.jpg,Small red airplane flies over mountaintop dropping red substance over fire .,train
2303016989_0deb96c8d9.jpg,The black and white dog leaps to catch a toy .,train
2826769554_85c90864c9.jpg,The dog is running along the beach next to the ocean with a stick in its mouth .,train
856985136_649c0a3881.jpg,Woman balancing on edge of fountain while sticking her toe in the water .,train
303795791_98ebc1d19a.jpg,Two dogs run on the grass .,train
1924234308_c9ddcf206d.jpg,A young woman wearubg a bikini is climbing rocks near a creek .,train
262681159_e5fed3acf0.jpg,A girl plays with her necklace at night .,train
506367606_7cca2bba9b.jpg,An oriental florist arranging flowers,train
3561130207_d1ed166daa.jpg,"A large group of people are watching something , screaming , and taking pictures .",train
2678798732_2998f9969c.jpg,A photographer is holding his camera next to an orange barrier beside water .,train
387830531_e89c192b92.jpg,Two dogs playing with each other .,train
3042483842_beb23828b9.jpg,A man in a leather coat and glasses smiles .,train
416650559_cd08d3cd96.jpg,A man is wearing a Batman costume with a cape .,train
2986716822_e220754d32.jpg,The brown German shepherd dog is playing with a stick .,train
3300679815_2c6c2301cb.jpg,A troupe of flamboyant clowns .,train
2795287622_da187a3e86.jpg,A girl jumping from a diving board into a pool,train
241347271_a39a5a0070.jpg,Quarterback waiting for snap of football .,train
3389448506_7025e7cc12.jpg,"A dog runs toward the camera , his tongee hanging out the side of his mouth",train
2766630484_ce73f47031.jpg,"A brown , black , and white dog barking up a tree .",train
2511019188_ca71775f2d.jpg,A dog with a Frisbee in front of a brown dog .,train
3487419819_e3f89444ce.jpg,A dolphin leaping out of the blue ocean .,train
1428681303_04213524e3.jpg,Children climbing statue .,train
1289142574_2bd6a082dd.jpg,The boy hops from one picnic table to the other in the park .,train
3385593926_d3e9c21170.jpg,Two brown dogs wrestle in the snow .,train
3171651115_e07b9d08f6.jpg,a lone surfer riding a huge wave soaring through midair with his arms raised .,train
509123893_07b8ea82a9.jpg,Two cute little girls enjoying corn on the cob .,train
3287236038_8998e6b82f.jpg,A girl and guy holding signs and hugging .,train
496110746_a93ca191ae.jpg,A kid is upside down on a swing .,train
2053777548_108e54c826.jpg,The dog jumps to catch the ball .,train
2756765580_9e57e10f0d.jpg,A young man is jumping up into the air and touching his toes .,train
3672109677_8caa992671.jpg,A group of teenage girls do a synchronized dance in Hanna Montana costumes .,train
2766630484_ce73f47031.jpg,A dog looking up a tree with his tongue hanging out .,train
3260191163_6c1551eee8.jpg,Two brown dogs play or fight .,train
1378557186_4bd1da6834.jpg,The man is aiming to shoot something while his dog watches .,train
138718600_f430ebca17.jpg,Two women sitting in the grass with their bikes behind them .,train
2537119659_fa01dd5de5.jpg,A girl drives a toy truck while a young boy plays behind her,train
481887827_f8975dabf1.jpg,Three people sitting around a fire .,train
3639363462_bcdb21de29.jpg,Two women point to a silver object and take a picture of it .,train
3532098999_4e07a0a17e.jpg,A little dog chases a Chihuahua .,train
3578841731_f775cab089.jpg,a red and white rally car throws up dust behind it as drives away down the trail .,train
279550225_d64d56158a.jpg,Man with a pierced tongue next to a woman .,train
3163068926_d28ed3ef53.jpg,A man holding a drink is coming down an escalator .,train
262439544_e71cd26b24.jpg,a boy in a red top is hanging upside down from a tree .,train
3403370354_5d266873b4.jpg,"A young man splashes in the water , holding a canned soda",train
407008823_bdd7fc6ed5.jpg,a lone person jumping through the air from one snowy mountain to another .,train
3030079705_0dee8a3e89.jpg,A man lies on a blue blanket with a child on his back .,train
3454315016_f1e30d4676.jpg,White bird starting to take flight from a lake .,train
2490768374_45d94fc658.jpg,The little girl is running and laughing .,train
2470519275_65725fd38d.jpg,A boy in a blue shirt climbs through the mud .,train
2343525685_3eba3b6686.jpg,A man struggles to climb a rock wall .,train
2225864432_48a24f49a4.jpg,Two women outside and one is smoking,train
2396100671_3a9d67f03d.jpg,A young boy sits on his bike wearing a dragon costume .,train
2967549094_d32422eb01.jpg,A man sits in the window of a train .,train
3538686658_30afc75f02.jpg,A biker is racing downhill .,train
3645080830_1d9ee2f50a.jpg,A man flips his skateboard in midair above the concrete ground .,train
2900274587_f2cbca4c58.jpg,A water scene with a sunset in the background .,train
3425851292_de92a072ee.jpg,A tennis player is carrying a tennis racket .,train
3225310099_d8e419ba56.jpg,A raft hanging from a rope over the ocean .,train
3301811927_a2797339e5.jpg,"A team of hockey players , with one player taking a shot .",train
3040575300_0e4328d205.jpg,two surfers are riding waves in open water .,train
3443703471_14845d8850.jpg,A dog leaps over a barrier .,train
610590753_cd69ce081a.jpg,An unknown animal or person is swimming in a natural lake setting .,train
3030566410_393c36a6c5.jpg,A woman slides down a purple water slide with a small boy on her lap into a pool .,train
109738916_236dc456ac.jpg,People pose with helmets and goggles on while riding snowmobiles .,train
3015898903_70bebb8903.jpg,Man with red marks around mouth standing with two women who are wearing black .,train
3482879314_d3387e95b1.jpg,The boys are watching a bicycle stunt .,train
3518118675_5053b3f738.jpg,A skateboarder goes down some stairs .,train
2600170955_bf30c5d5c0.jpg,An enthusiastic boy pushes a shopping cart containing a smiling boy .,train
2064417101_3b9d817f4a.jpg,three dogs run across the track .,train
2587818583_4aa8e7b174.jpg,Children playing in a ball pit .,train
406248253_27b5eba25a.jpg,two young kids walking towards the sidewalk out of the snow .,train
3442138291_3e75f4bdb8.jpg,The young child in the black shirt and jeans ran down the path .,train
3172369593_eb4d787ffb.jpg,A girl looking at some pictures on a wall .,train
2603334363_cfa32c4482.jpg,a young girl wearing a green fairy costume riding a bigwheels,train
241346971_c100650320.jpg,A football player in blue and one in red play in a game .,train
488352274_9a22064cb3.jpg,Two brown dogs on the sand,train
2799871904_3b3125518a.jpg,A woman sits underneath a sale sign .,train
110595925_f3395c8bd6.jpg,A man on a mountain bike is pedaling up a hill .,train
3143991972_7193381aeb.jpg,Woman and baby waiting at an airport .,train
3587941206_36769c3f1d.jpg,Boy plays baseball .,train
2644920808_f5a214b744.jpg,A person standing on top of some rocks with the sky behind .,train
3544573946_e03aebbfde.jpg,A man takes a picture of a girl with a patriotic outfit .,train
445861800_75fc6a8c16.jpg,Three people walking on a sidewalk with 3 light colored cars in the background .,train
2098646162_e3b3bbf14c.jpg,Two black and white dogs looking at a black and white kitten who is sitting on top of a tank with hoses on it .,train
340667199_ecae5f6029.jpg,"Two girls wear fancy , glittery costumes .",train
1248940539_46d33ed487.jpg,Three girls play in the sand .,train
3260768565_2b725be090.jpg,People are gathering under colored lights in a large tent .,train
2744705574_519c171ca0.jpg,a dog playing in the water,train
3156113206_53c2a7b5d8.jpg,three people walking on rocks near a stream,train
2173061319_1f267765dc.jpg,A child laughs while tubing down the snowy mountain .,train
2251747182_6b67a3ab8b.jpg,The little boy in the red shorts is going to shoot a basket .,train
1072153132_53d2bb1b60.jpg,A multicolor dog jumping to catch a tennis ball in a grassy field .,train
3225025519_c089c14559.jpg,A old man talking into a mike held by another old man .,train
397547349_1fd14b95af.jpg,A man walking a small white and a big white dog on leashes .,train
3474330484_a01d8af624.jpg,"A dog 's head is tilted back , and he appears to be looking at an insect flying by .",train
3488087117_2719647989.jpg,The dog is running .,train
2385744837_8780f6731a.jpg,A child in a red parka slides down a snowy hill .,train
3047749814_621ed0786b.jpg,A person waving is hanging off a zip line .,train
3547647914_4dd56a8c1b.jpg,Woman in white pants and turquoise tank top faces away .,train
367925122_335ed279a8.jpg,A cute toddler girl waits in her stroller .,train
480607352_65614ab348.jpg,A man wearing a colorful and striped sweater plays music in the street .,train
1643915227_9f48068772.jpg,A group of people are walking down the sidewalk of a big city .,train
1282392036_5a0328eb86.jpg,A group of people in costume at a renaissance fair .,train
3088677667_4a8befb70e.jpg,A group of people gather and some are wearing white masks over their mouths .,train
3565655045_8eb00b7423.jpg,Man hangs onto rock while out in the ocean .,train
2675190069_d5c3b2c876.jpg,Two people sit in a shallow river near the rocks .,train
1119463452_69d4eecd08.jpg,A little girl swimming in a pool .,train
3115901702_f07aa0ef74.jpg,Three girls walk together and talk .,train
3518755601_cebf11e515.jpg,Three people sitting in the sand on a beach .,train
278002947_3fd22a2cb6.jpg,A boy with a Mohawk is wearing a navy blue sweatshirt in a crowd of people .,train
